feature,frequency,magnitude
109,0.32150608,0.07421556
110,0.0921224,0.011232052
111,0.83264613,0.26813805
112,0.8644025,0.2832216
113,0.9684245,0.55926156
114,0.79564524,0.20305951
115,0.7838542,0.19803496
116,0.97844326,0.78237194
117,0.9372468,0.3513635
118,0.12445746,0.049961418
119,0.9617694,0.5001606
120,0.9603588,0.48945603
121,0.95015913,0.47163665
122,0.9390191,0.55386233
123,0.9134476,0.3563543
124,0.9250217,0.3589295
125,0.97931135,0.6801297
126,0.9015842,0.36335126
127,0.94455296,0.545524
128,0.8267144,0.3168681
129,0.91276044,0.43574366
130,0.9669777,0.5841383
131,0.9324725,0.4587572
132,0.8729745,0.28103307
133,0.96976274,0.60020155
134,0.12550637,0.01735071
135,0.9628906,0.5229318
136,0.9786603,0.64390075
137,0.8322121,0.21673577
138,0.60315394,0.19683889
139,0.7543041,0.1968383
140,0.95674187,0.48137516
141,0.9149306,0.44233462
142,0.95786315,0.60234195
143,0.9675564,0.5488963
144,0.976888,0.73368424
145,0.97547746,0.677497
146,0.88523585,0.303161
147,0.8192636,0.2337128
148,0.92867476,0.37419474
149,0.93941694,0.50546175
150,0.2347367,0.03201657
151,0.21140769,0.026425257
152,0.034035012,0.00378
153,0.9771412,0.6494042
154,0.9241175,0.43131182
155,0.10767506,0.057834
156,0.9212963,0.4832044
157,0.97262007,0.5699443
158,0.9652778,0.5907098
159,0.78682,0.20192896
160,0.7649378,0.1938432
161,0.9780816,0.65965647
162,0.95525897,0.5089599
163,0.8727937,0.34929708
164,0.9816985,0.646294
165,0.9683883,0.5696312
166,0.87832755,0.2389673
167,0.83832467,0.25064677
168,0.9584057,0.5181032
169,0.9386936,0.525854
170,0.87865305,0.3328151
171,0.9707031,0.53131574
172,0.95959926,0.47297323
173,0.97178817,0.6022998
174,0.9293258,0.4106995
175,0.8931568,0.2852948
176,0.9496166,0.4460589
177,0.949689,0.48608193
178,0.9564887,0.44613215
179,0.23933016,0.03728339
180,0.97236687,0.53673977
181,0.048611112,0.0051552546
182,0.017650463,0.0016599933
183,0.9426722,0.50403774
184,0.7725333,0.25435245
185,0.9558015,0.46948722
186,0.97327113,0.61455566
187,0.113136575,0.013751191
188,0.9169922,0.3460482
189,0.9177879,0.44777998
190,0.9606843,0.57474816
191,0.5941117,0.1172219
192,0.37282985,0.06684299
193,0.41782406,0.083425105
194,0.9224175,0.39114386
195,0.974537,0.72819054
196,0.037326388,0.0051629073
197,0.8718171,0.34887397
198,0.6648944,0.16101559
199,0.96766496,0.5425364
200,0.9532335,0.5405677
201,0.97348815,0.7300141
202,0.9577908,0.59320617
203,0.88114876,0.33363366
204,0.9227431,0.39365926
205,0.49844474,0.09344999
206,0.9730541,0.54408675
207,0.97124565,0.62931514
208,0.96455437,0.52412796
209,0.6618562,0.21892825
210,0.9730541,0.6376354
211,0.8862847,0.29633904
212,0.8318866,0.21431829
213,0.90863717,0.46682265
214,0.06481481,0.008563231
215,0.9138093,0.44492736
216,0.930013,0.3537994
217,0.8926143,0.3338932
218,0.9635055,0.55261415
219,0.90643084,0.34265304
220,0.96719474,0.6121622
221,0.11852575,0.014774237
222,0.05570023,0.0057444847
223,0.9673032,0.53628
224,0.9546441,0.46806633
225,0.04828559,0.005082795
226,0.9528718,0.5919449
227,0.9708116,0.5287915
228,0.87959343,0.40116322
229,0.9798177,0.68497884
230,0.9650608,0.5509627
231,0.9538122,0.41274968
232,0.02803096,0.0027796533
233,0.38867188,0.09000715
234,0.8903718,0.32623085
235,0.91456884,0.3802597
236,0.9628906,0.6692569
237,0.9733796,0.6426228
238,0.9709925,0.5991685
239,0.9755136,0.65618426
240,0.6903573,0.19384047
241,0.95674187,0.4704225
242,0.9771774,0.7296818
243,0.03772425,0.006142584
244,0.96860534,0.62574667
245,0.47507957,0.11613732
246,0.0644893,0.0072555416
247,0.9681351,0.5166078
248,0.299226,0.047069672
249,0.94885707,0.47578502
250,0.9694372,0.6771414
251,0.9713903,0.54594177
252,0.93648726,0.53662896
253,0.9372468,0.57194126
254,0.9118562,0.42117938
255,0.8979673,0.36437145
256,0.1901765,0.043485686
257,0.9206814,0.48112887
258,0.9727286,0.5818641
259,0.9441189,0.48274422
260,0.97927517,0.7006121
261,0.9656395,0.57733786
262,0.947555,0.5675542
263,0.92719185,0.45600516
264,0.9594907,0.52079767
265,0.96343315,0.52696174
266,0.058449075,0.006238029
267,0.8760489,0.38075167
268,0.958261,0.43324736
269,0.24750434,0.0457154
270,0.9349682,0.4973004
271,0.41890913,0.072268635
272,0.96719474,0.6505552
273,0.9497613,0.47106913
274,0.973452,0.59846485
275,0.9745009,0.63923633
276,0.94983363,0.58451676
277,0.6578776,0.17005183
278,0.04090712,0.004109654
279,0.14970341,0.022932207
280,0.9105541,0.34402987
281,0.9776837,0.6909311
282,0.9373915,0.4973061
283,0.9494358,0.49814868
284,0.7566189,0.27377513
285,0.097149886,0.032754585
286,0.5674552,0.1409764
287,0.13538049,0.027230587
288,0.9707393,0.5981374
289,0.9652416,0.6098472
290,0.9486762,0.42180496
291,0.97041374,0.6374742
292,0.90407985,0.38332558
293,0.9241175,0.42597693
294,0.8492839,0.2823605
295,0.614077,0.15455112
296,0.9229239,0.36949715
297,0.9715712,0.67341477
298,0.9757306,0.70642006
299,0.93348527,0.47585315
300,0.94864005,0.4680611
301,0.9728733,0.5305735
302,0.9335214,0.37275803
303,0.9698712,0.64341617
304,0.7216797,0.17737399
305,0.97055846,0.41495022
306,0.9665437,0.48013747
307,0.97265625,0.58696514
308,0.8344546,0.28924334
309,0.050383393,0.0060517546
310,0.8931568,0.39584687
311,0.0453559,0.0070157526
312,0.9352575,0.43043885
313,0.97149885,0.67028016
314,0.961263,0.45399222
315,0.21148004,0.03492894
316,0.93348527,0.5316795
317,0.9557292,0.59570706
318,0.026548032,0.0023573146
319,0.93012154,0.4449558
320,0.72558594,0.16956922
321,0.60745806,0.12598473
322,0.9108796,0.40850025
323,0.1623264,0.022478942
324,0.96111834,0.5830006
325,0.96715856,0.5882182
326,0.9478443,0.50561327
327,0.8216869,0.25127104
328,0.5885778,0.12205325
329,0.9697989,0.75645256
330,0.97359663,0.5522822
331,0.12832755,0.018845363
332,0.9450593,0.5467494
333,0.1480758,0.06271733
334,0.92668545,0.47955906
335,0.63263166,0.12625435
336,0.9702691,0.6926121
337,0.049443,0.006943172
338,0.045572918,0.00561702
339,0.06344039,0.0065186894
340,0.9397063,0.48152232
341,0.9683883,0.544976
342,0.40954137,0.06250504
343,0.94223815,0.4627501
344,0.9704861,0.530884
345,0.73654515,0.28535333
346,0.16858362,0.03360836
347,0.90751594,0.36181027
348,0.0697338,0.007823766
349,0.7924985,0.23783249
350,0.94057435,0.45417938
351,0.08770978,0.041292932
352,0.9682798,0.58234096
353,0.9692925,0.613802
354,0.94281685,0.5868326
355,0.96393955,0.4361942
356,0.94889325,0.41097984
357,0.8369864,0.27491337
358,0.04871962,0.0050433255
359,0.2805266,0.120748624
360,0.92494935,0.33550122
361,0.97696036,0.68529254
362,0.97356045,0.68142104
363,0.74620223,0.17566098
364,0.9359809,0.57426876
365,0.096860535,0.012650277
366,0.9510634,0.44473737
367,0.9303747,0.39797014
368,0.8799913,0.33962387
369,0.97602,0.5929755
370,0.49251303,0.09566423
371,0.96914786,0.48606664
372,0.97294563,0.64028025
373,0.92060906,0.4370684
374,0.8304398,0.22884594
375,0.07700376,0.00844824
376,0.4945385,0.09549815
377,0.081597224,0.009901638
378,0.93449795,0.478787
379,0.918439,0.3437671
380,0.4278067,0.07235042
381,0.9382957,0.47256964
382,0.43684897,0.11482033
383,0.9733073,0.6913957
384,0.7310113,0.19790374
385,0.09620949,0.016167728
386,0.07024016,0.008706567
387,0.9202474,0.43228403
388,0.92006654,0.39268577
389,0.9684245,0.61291915
390,0.945855,0.43741077
391,0.07454427,0.00882537
392,0.95670575,0.5865743
393,0.9568866,0.47024238
394,0.95786315,0.48993143
395,0.053783275,0.014061741
396,0.5017361,0.10434426
397,0.9653863,0.5354758
398,0.968967,0.6587701
399,0.89735246,0.32558843
400,0.9559462,0.49216774
401,0.88172746,0.2706953
402,0.27405238,0.062236633
403,0.945421,0.53714305
404,0.42505786,0.07302068
405,0.9589844,0.5088889
406,0.97406685,0.6318899
407,0.6597584,0.16064726
408,0.96766496,0.6930821
409,0.9394893,0.43255523
410,0.37463832,0.08123089
411,0.9018374,0.36787668
412,0.20106336,0.03027267
413,0.07034867,0.007294821
414,0.9527995,0.35504863
415,0.95706743,0.42141157
416,0.91529226,0.49222672
417,0.966399,0.5499629
418,0.9498698,0.6061465
419,0.97204137,0.655744
420,0.13791233,0.017810173
421,0.9303024,0.4187323
422,0.7349899,0.22294769
423,0.35011575,0.08249741
424,0.95008683,0.5862477
425,0.9597439,0.50352025
426,0.9290003,0.372836
427,0.95992476,0.49152607
428,0.060944732,0.0070544663
429,0.9612992,0.46104643
430,0.22898582,0.04243183
431,0.97674334,0.61807704
432,0.9632523,0.5683863
433,0.96285444,0.474077
434,0.061197918,0.0061959047
435,0.93916374,0.52331537
436,0.49273002,0.13200997
437,0.96918404,0.42057872
438,0.94950813,0.532801
439,0.9398148,0.5142509
440,0.9646629,0.6551396
441,0.97547746,0.5007672
442,0.90089697,0.4513043
443,0.060619213,0.027542636
444,0.7972005,0.2520486
445,0.9230686,0.39448637
446,0.95236546,0.50323236
447,0.9563802,0.40755767
448,0.82855904,0.22286361
449,0.9482422,0.42713264
450,0.942636,0.48891538
451,0.93561924,0.3384988
452,0.90407985,0.39397565
453,0.9742839,0.6252951
454,0.95855033,0.546956
455,0.97055846,0.57206494
456,0.097511575,0.012171612
457,0.9745732,0.5199613
458,0.9771774,0.7098476
459,0.94307,0.5069418
460,0.9681713,0.5645547
461,0.96249276,0.5383433
462,0.1577691,0.02094273
463,0.080475986,0.009829218
464,0.93355757,0.42853764
465,0.9469401,0.4417062
466,0.7962601,0.23824355
467,0.9575738,0.58923507
468,0.96972656,0.57501084
469,0.79521126,0.25606054
470,0.9494358,0.39152378
471,0.92487705,0.44259927
472,0.9676288,0.5771366
473,0.96661603,0.49053806
474,0.9413339,0.52808255
475,0.9283131,0.3778093
476,0.9551866,0.48335978
477,0.9740307,0.5720444
478,0.9041884,0.34563082
479,0.97873265,0.78262794
480,0.11545139,0.015698537
481,0.9594184,0.52982926
482,0.9765625,0.63806677
483,0.7361111,0.18921605
484,0.9695819,0.63409436
485,0.033203125,0.003606155
486,0.05707465,0.006886499
487,0.9770327,0.64349097
488,0.9310619,0.42163217
489,0.96824366,0.4739633
490,0.92400897,0.4504669
491,0.9670501,0.56118786
492,0.21770109,0.039519772
493,0.82411027,0.279245
494,0.9728371,0.61299735
495,0.9559462,0.4801559
496,0.9659288,0.6141233
497,0.8928313,0.36496335
498,0.9415871,0.4852381
499,0.9754051,0.6907107
500,0.92238134,0.38865447
501,0.97605616,0.69173306
502,0.95677805,0.599989
503,0.9360171,0.37830737
504,0.9541739,0.46704328
505,0.908601,0.3010746
506,0.88733363,0.3608546
507,0.062391493,0.0072446265
508,0.025607638,0.0028897645
509,0.9178241,0.39796674
510,0.95529515,0.56518716
511,0.9539207,0.50078845
512,0.8993056,0.32041287
513,0.9345703,0.42026514
514,0.9227069,0.44477054
515,0.9672309,0.5671858
516,0.96657985,0.5888506
517,0.9539931,0.5503119
518,0.9688585,0.5140644
519,0.95554835,0.5020919
520,0.9696904,0.5970695
521,0.9640842,0.5612786
522,0.9737413,0.5529364
523,0.9681713,0.51559335
524,0.955693,0.56614274
525,0.9510995,0.5009743
526,0.16225405,0.02036369
527,0.9062138,0.34491122
528,0.9534144,0.5485142
529,0.9442636,0.49843177
530,0.76284,0.26235592
531,0.8796296,0.35280058
532,0.97113717,0.5766525
533,0.971535,0.53970855
534,0.93124276,0.38800424
535,0.9673032,0.55414313
536,0.8909505,0.3608722
537,0.1394676,0.01885953
538,0.95326966,0.5303061
539,0.9724754,0.6300218
540,0.3887804,0.06607775
541,0.07146991,0.0075838245
542,0.93916374,0.39371526
543,0.26768664,0.053745437
544,0.103226274,0.052884664
545,0.9718967,0.61090785
546,0.027777778,0.0030504933
547,0.95178676,0.54202914
548,0.8451968,0.28445566
549,0.9696904,0.61242586
550,0.8812934,0.34472346
551,0.70583767,0.17188968
552,0.5928096,0.13993202
553,0.28175637,0.046200957
554,0.963831,0.52633065
555,0.93265337,0.46730343
556,0.93395543,0.4606743
557,0.97406685,0.6206292
558,0.04195602,0.005086779
559,0.94979745,0.5096025
560,0.96397567,0.57451016
561,0.93825954,0.3855749
562,0.9698712,0.5677917
563,0.9438296,0.41129735
564,0.976454,0.6314467
565,0.10384115,0.06481947
566,0.3395544,0.0539409
567,0.96553093,0.5705557
568,0.16174768,0.032985836
569,0.9433594,0.37028947
570,0.121238425,0.015866498
571,0.92777056,0.38896632
572,0.3228805,0.050518896
573,0.14087819,0.022821356
574,0.940068,0.47241423
575,0.14246961,0.017194703
576,0.97178817,0.56972533
577,0.97605616,0.6948456
578,0.72327113,0.23599532
579,0.068467885,0.009979031
580,0.9317491,0.33686045
581,0.014973958,0.0014064163
582,0.93735534,0.47193888
583,0.94715714,0.45573503
584,0.9406467,0.38427398
585,0.9600694,0.45041242
586,0.9681713,0.5114858
587,0.94343174,0.5015079
588,0.8900463,0.29091746
589,0.8693938,0.3550617
590,0.9388744,0.38422245
591,0.9658927,0.61471105
592,0.95760995,0.4831953
593,0.9459274,0.49110526
594,0.31383824,0.054125424
595,0.94979745,0.53805095
596,0.92838544,0.41070378
597,0.97066694,0.58875805
598,0.7951027,0.24265383
599,0.91160303,0.3625755
600,0.36234087,0.07343935
601,0.9363426,0.53579265
602,0.8642578,0.37965488
603,0.97323495,0.6034892
604,0.968967,0.574714
605,0.9236473,0.515733
606,0.86773,0.3162646
607,0.9620949,0.5009673
608,0.96216726,0.5570882
609,0.9576823,0.5197375
610,0.9285301,0.39278495
611,0.9780454,0.7690803
612,0.9701968,0.68780875
613,0.91793257,0.47033024
614,0.94744647,0.444267
615,0.9383681,0.37276515
616,0.78428817,0.21743427
617,0.96715856,0.68178993
618,0.44270834,0.08839726
619,0.08402055,0.037919328
620,0.9662182,0.6085765
621,0.91713685,0.3519118
622,0.9626736,0.53612715
623,0.95070165,0.58171463
624,0.9581163,0.533772
625,0.92986834,0.44834897
626,0.9750796,0.6623102
627,0.0692636,0.0066430173
628,0.97359663,0.5490641
629,0.9718967,0.56518483
630,0.88700813,0.37724662
631,0.9384404,0.52131915
632,0.95012295,0.6124682
633,0.93880206,0.5364673
634,0.96802664,0.5382773
635,0.87073207,0.32272896
636,0.19216579,0.028919771
637,0.97580296,0.7393411
638,0.44147858,0.08691219
639,0.9691117,0.56060094
640,0.9499783,0.4328232
641,0.9678819,0.6720404
642,0.20873119,0.03440609
643,0.8399884,0.2825518
644,0.9661097,0.64305454
645,0.9461444,0.5389958
646,0.90625,0.36091807
647,0.90143955,0.31742364
648,0.108362265,0.015836861
649,0.9733073,0.6608953
650,0.8377098,0.28204244
651,0.6001519,0.12763044
652,0.68648726,0.23398075
653,0.93909144,0.59649605
654,0.4998553,0.10774404
655,0.9519314,0.3776062
656,0.971101,0.5580382
657,0.5078487,0.11990547
658,0.1035518,0.049436856
659,0.021195022,0.0024432396
660,0.94780815,0.45782208
661,0.971318,0.6807442
662,0.93623406,0.39416716
663,0.7564381,0.20031957
664,0.9572483,0.43654925
665,0.8272569,0.38877863
666,0.94603586,0.49278846
667,0.93211085,0.46105152
668,0.9390191,0.4609196
669,0.9667245,0.6011128
670,0.9679543,0.61375374
671,0.9406829,0.57908016
672,0.9395978,0.47162932
673,0.9316768,0.3926551
674,0.9352575,0.40468118
675,0.97240305,0.6255523
676,0.9427445,0.45170486
677,0.87680846,0.26864687
678,0.9097584,0.37581903
679,0.90386283,0.31161195
680,0.9484954,0.43059126
681,0.39988425,0.07791496
682,0.96451825,0.5443362
683,0.9436126,0.4725983
684,0.9437934,0.58028996
685,0.9334129,0.34940147
686,0.32013166,0.11700672
687,0.97764754,0.80790466
688,0.9034288,0.40801367
689,0.041232638,0.0049436665
690,0.97413915,0.56932384
691,0.11064091,0.020022415
692,0.97764754,0.571185
693,0.20373987,0.05058972
694,0.94350404,0.40450558
695,0.3011791,0.04285806
696,0.9282046,0.4293232
697,0.9751157,0.6855378
698,0.42220053,0.06676273
699,0.9603226,0.500082
700,0.9514974,0.4219928
701,0.9731265,0.6586072
702,0.9343533,0.4623813
703,0.9053458,0.34088388
704,0.75542533,0.20811275
705,0.013237847,0.0012901282
706,0.96343315,0.57889974
707,0.93243635,0.5068463
708,0.9526548,0.48308346
709,0.6881872,0.18269493
710,0.9748264,0.68351734
711,0.24110243,0.038645
712,0.926577,0.38383842
713,0.95153356,0.4658064
714,0.9737413,0.7307838
715,0.96940106,0.56731033
716,0.9692925,0.6264386
717,0.16713686,0.022041988
718,0.8706597,0.34891286
719,0.95692277,0.5194478
720,0.058738425,0.0062348577
721,0.97471786,0.6667955
722,0.94596356,0.4746516
723,0.9773582,0.6697437
724,0.9514974,0.47518802
725,0.9403935,0.41760293
726,0.8889251,0.3196777
727,0.9193432,0.44263294
728,0.9616247,0.59955597
729,0.94744647,0.49576774
730,0.94429976,0.3915963
731,0.9408999,0.39135015
732,0.9593099,0.48899552
733,0.96310765,0.48789814
734,0.958912,0.5493664
735,0.9256004,0.34904614
736,0.93876594,0.5011862
737,0.6334997,0.14684509
738,0.5109592,0.13656504
739,0.09660735,0.08951892
740,0.9059245,0.30538246
741,0.97522426,0.7522328
742,0.8915654,0.3518868
743,0.96365017,0.57616645
744,0.95674187,0.57602996
745,0.039568868,0.0038767848
746,0.09483507,0.012254791
747,0.88986546,0.3887544
748,0.9736328,0.6199609
749,0.9667245,0.47025844
750,0.94401044,0.45096526
751,0.7714844,0.22886705
752,0.8757957,0.4045355
753,0.86331743,0.33008328
754,0.94802517,0.41777205
755,0.97696036,0.66458905
756,0.9514251,0.54322594
757,0.93218315,0.44435775
758,0.88357204,0.3129229
759,0.60322624,0.18531474
760,0.8509476,0.27966368
761,0.6094835,0.14207302
762,0.9027416,0.34708285
763,0.9614077,0.53795594
764,0.9364511,0.44190082
765,0.79503036,0.27383858
766,0.9716797,0.6285919
767,0.94571036,0.4413315
